person_name,count,normalised_key
Gonild,1,gonild
Gonzaga Ferdenand,1,gonzaga ferdenand
Gorbedug,1,gorbedug
Gorbod,1,gorbod
Gorbomans,1,gorbomans
Gorboniamus,1,gorboniamus
Gorbonianus,1,gorbonianus
Gorloyes,1,gorloyes
Gospatricke,1,gospatricke
Gospatrickes,1,gospatrickes
Gothlois,1,gothlois
Gothlots,1,gothlots
Gotmandin Gaham,1,gotmandin gaham
Gourin,1,gourin
Granbodian,1,granbodian
Grandmesuil Hugh,1,grandmesuil hugh
Gray Henry,1,gray henry
Gray Iane,1,gray iane
Gray Leonard,1,gray leonard
Greene Thomas,1,greene thomas
Gregory,1,gregory
Griffin Rees,1,griffin rees
Griffin ap Rice,1,griffin ap rice
Griffith,1,griffith
Griffyn,1,griffyn
Grimbald,1,grimbald
Grindal,1,grindal
Grosed Robert,1,grosed robert
Grosted Robert,1,grosted robert
Gryffin,1,gryffin
Gualea,1,gualea
Guales,1,guales
Gualter de Maunt,1,gualter de maunt
Gudench Henry,1,gudench henry
Guenbera,1,guenbera
Guetheline,1,guetheline
Guethrun,1,guethrun
Guiderius,1,guiderius
Guildebald,1,guildebald
Guilford Dudley,1,guilford dudley
Guilford Edward,1,guilford edward
Guilford Henry,1,guilford henry
Guilthdarus,1,guilthdarus
Guintelinus,1,guintelinus
Guintolsnus,1,guintolsnus
Guischard De Eugolsine,1,guischard de eugolsine
Guitethus,1,guitethus
Gumobarius,1,gumobarius
Gundreda,1,gundreda
Gundulfe,1,gundulfe
Gunthildes,1,gunthildes
Gunthildis,1,gunthildis
Gunthildus,1,gunthildus
Guorogus,1,guorogus
Gurden Barthram,1,gurden barthram
Gurdon,1,gurdon
Gurgs,1,gurgs
Gurguntus,1,gurguntus
Gurmo Anglitus,1,gurmo anglitus
Gurmund,1,gurmund
Gurthryd,1,gurthryd
Guthmund,1,guthmund
Gutlacke,1,gutlacke
Guy Beuchampe,1,guy beuchampe
Guy de Nealle,1,guy de nealle
Guyse,1,guyse
Guyshard,1,guyshard
Gyffard William,1,gyffard william
Gyffeith,1,gyffeith
Gyfford Walter,1,gyfford walter
Gylford Richard,1,gylford richard
Gythrun,1,gythrun
Habulacus,1,habulacus
Haco,1,haco
Haiden,1,haiden
Haldene,1,haldene
Hales Iames,1,hales iames
Halewell Thomas,1,halewell thomas
Hall Iohn,1,hall iohn
Hamelton Stephan,1,hamelton stephan
Hamfrey Stafford,1,hamfrey stafford
Hamilton,1,hamilton
Hanniball,1,hanniball
Hanson,1,hanson
Harald,1,harald
Harbert William,1,harbert william
Hardecnute,1,hardecnute
Hardicnutes,1,hardicnutes
Hardiknought,1,hardiknought
Harding,1,harding
Harding Iohn,1,harding iohn
Harding Stephan,1,harding stephan
Hare Nicholas,1,hare nicholas
Harington Iames,1,harington iames
Harison William,1,harison william
Harold William,1,harold william
Harolde,1,harolde
Harolds,1,harolds
Harper George,1,harper george
Harrolde,1,harrolde
Haruie de yuon,1,haruie de yuon
Hastiges,1,hastiges
Hastinges,1,hastinges
Hastings Henry,1,hastings henry
Hastings Richard,1,hastings richard
Hastings Robert,1,hastings robert
Hatan,1,hatan
Hatton Christopher,1,hatton christopher
Haunsard Gilberd,1,haunsard gilberd
Hawes Stephen,1,hawes stephen
Hay Iohn,1,hay iohn
Hay Rauife,1,hay rauife
Haymon,1,haymon
He rie,1,he rie
Hec. Boet,1,hec. boet
Hect. Boet.,1,hect. boet.
Helias de Brantfield,1,helias de brantfield
Helig,1,helig
Heming,1,heming
Hen.,1,hen.
Henault,1,henault
Henning,1,henning
Henninus,1,henninus
Henricus Huntington,1,henricus huntington
Henricus de Erphordia,1,henricus de erphordia
Henrie Checheley,1,henrie checheley
Henrie Stafforde,1,henrie stafforde
Henry Bedyngfield,1,henry bedyngfield
Henry Bourchier,1,henry bourchier
Henry Bradshawe,1,henry bradshawe
Henry Chicheley,1,henry chicheley
Henry Courtney,1,henry courtney
Henry Erle of Derby,1,henry erle of derby
Henry Grace,1,henry grace
Henry Greene,1,henry greene
Henry Guilford,1,henry guilford
Henry Huntingdon,1,henry huntingdon
Henry Huntington,1,henry huntington
Henry Lacy,1,henry lacy
Henry Lord Percy,1,henry lord percy
Henry Lorde Mountague,1,henry lorde mountague
Henry Neuille,1,henry neuille
Henry Newarke,1,henry newarke
Henry Norrice,1,henry norrice
Henry Norris,1,henry norris
Henry Pay,1,henry pay
Henry Percie,1,henry percie
Henry Percy,1,henry percy
Henry Plantagenet,1,henry plantagenet
Henry Pomerey,1,henry pomerey
Henry Scrope,1,henry scrope
Henry de Bloys,1,henry de bloys
Henry f Essex,1,henry f essex
Henry of Richmont,1,henry of richmont
Henry the first,1,henry the first
Henry the seuenth,1,henry the seuenth
Henry the thyrd,1,henry the thyrd
Henrye Emperour,1,henrye emperour
Henrye of Essex,1,henrye of essex
Henryes,1,henryes
Heraclitus,1,heraclitus
Herbinger,1,herbinger
Herculanilla,1,herculanilla
Hercules Lybiens,1,hercules lybiens
Hereferd,1,hereferd
Hereford,1,hereford
Herene,1,herene
Hericus,1,hericus
Herlowin,1,herlowin
Hermite Peter,1,hermite peter
Herodianus,1,herodianus
Heron,1,heron
Heron Gyles,1,heron gyles
Heron Iohn,1,heron iohn
Herought,1,herought
Herouls,1,herouls
Herrericus,1,herrericus
Heruli,1,heruli
Hery Bewfort,1,hery bewfort
Hery Fitzempresse,1,hery fitzempresse
Hery the fourth,1,hery the fourth
Hestricha,1,hestricha
Hestritha,1,hestritha
Hewet Andrew,1,hewet andrew
Hibernenses,1,hibernenses
Higilbald,1,higilbald
Higinus,1,higinus
Higwald,1,higwald
Hildeltha,1,hildeltha
Hildila,1,hildila
Hilton Raufe,1,hilton raufe
Hinke Hugh,1,hinke hugh
Hirick,1,hirick
Hirke,1,hirke
Hisider,1,hisider
Hispanus,1,hispanus
Holstocke Thomas,1,holstocke thomas
Holy Shepheard,1,holy shepheard
Hoo,1,hoo
Horne William,1,horne william
Hosteus de Boloinge,1,hosteus de boloinge
Hotspore Henry Percie,1,hotspore henry percie
Houeden Roger,1,houeden roger
Howard,1,howard
Howard Edmond,1,howard edmond
Howard Edmonde,1,howard edmonde
Howard Henry,1,howard henry
Howard Iohn,1,howard iohn
Howard Katharin,1,howard katharin
Howard William,1,howard william
Howell,1,howell
Hstria,1,hstria
Hubbo,1,hubbo
Hubert Broughe,1,hubert broughe
Hubert Fitz Mathewe,1,hubert fitz mathewe
Hugh Audeley,1,hugh audeley
Hugh Bigot,1,hugh bigot
Hugh Calurleys,1,hugh calurleys
Hugh Conway,1,hugh conway
Hugh Cressinghas,1,hugh cressinghas
Hugh Hastings,1,hugh hastings
Hugh Lacy,1,hugh lacy
Hugh Moreuille,1,hugh moreuille
Hugh Venables,1,hugh venables
Hugh de Boues,1,hugh de boues
Hugh de Fresnes,1,hugh de fresnes
Hugh de Granmesnil,1,hugh de granmesnil
Hugh le Grand,1,hugh le grand
Hughbright,1,hughbright
Hughle Grand,1,hughle grand
Hulcotes Philip,1,hulcotes philip
Hume,1,hume
Humez Richard,1,humez richard
Humfreuille,1,humfreuille
Humfrey Arundel,1,humfrey arundel
Humfrey Bannestar,1,humfrey bannestar
Humfrey Cheyney,1,humfrey cheyney
Humfrey Neuill,1,humfrey neuill
Humfry,1,humfry
Humfry Bouchear,1,humfry bouchear
Hun Richard,1,hun richard
Hunger,1,hunger
Hunninges,1,hunninges
Hunsdo,1,hunsdo
Huntiers,1,huntiers
Huntingdon Henry,1,huntingdon henry
Huntley,1,huntley
Hunwald,1,hunwald
Husey,1,husey
Hussey,1,hussey
Huual,1,huual
Hylarie,1,hylarie
Hypres William,1,hypres william
Iacke Musgraue,1,iacke musgraue
Iacob,1,iacob
Iacob Artenels,1,iacob artenels
Iambert,1,iambert
Iames Blunt,1,iames blunt
Iames Botiller,1,iames botiller
Iames Cromor,1,iames cromor
Iames Fines,1,iames fines
Iames Harrington,1,iames harrington
Iames Maior,1,iames maior
Iames Tirrel,1,iames tirrel
Iames Twichit,1,iames twichit
Iames butler,1,iames butler
Iaminfindil,1,iaminfindil
Iane Gray,1,iane gray
Iane Heire,1,iane heire
Iane de Courtney,1,iane de courtney
Iapetus,1,iapetus
Iaques Arteueld,1,iaques arteueld
Iaques Van Herteueld,1,iaques van herteueld
Iaques van Arteueld,1,iaques van arteueld
Iaroman,1,iaroman
Iaruman,1,iaruman
Iaspore,1,iaspore
Iceni,1,iceni
Ieane,1,ieane
Ienico Dartois,1,ienico dartois
Ierome Willia,1,ierome willia
Iesus,1,iesus
Igerna,1,igerna
Igwane,1,igwane
Imannentius,1,imannentius
Imanuentius,1,imanuentius
Imbal,1,imbal
Imbert,1,imbert
Inars,1,inars
Inarus,1,inarus
Indiginae,1,indiginae
Iners,1,iners
Ingeram,1,ingeram
Ingwald,1,ingwald
Innocentes,1,innocentes
Innoge,1,innoge
Inogen,1,inogen
Io. Dynham,1,io. dynham
Iohn Arudel,1,iohn arudel
Iohn Arundel,1,iohn arundel
Iohn Badby,1,iohn badby
Iohn Baget,1,iohn baget
Iohn Bailol,1,iohn bailol
Iohn Bal,1,iohn bal
Iohn Beaufourt,1,iohn beaufourt
Iohn Benereux,1,iohn benereux
Iohn Blunt,1,iohn blunt
Iohn Bohun,1,iohn bohun
Iohn Bourchire,1,iohn bourchire
Iohn Breton,1,iohn breton
Iohn Brimingham,1,iohn brimingham
Iohn Busshy,1,iohn busshy
Iohn Clapp,1,iohn clapp
Iohn Clerke,1,iohn clerke
Iohn Comyn,1,iohn comyn
Iohn Coniers,1,iohn coniers
Iohn Coplad,1,iohn coplad
Iohn Cornweale,1,iohn cornweale
Iohn Croker,1,iohn croker
Iohn Dancaster,1,iohn dancaster
Iohn Dighton,1,iohn dighton
Iohn Dolues,1,iohn dolues
Iohn Drayton,1,iohn drayton
Iohn Duichfield,1,iohn duichfield
Iohn Duke of Suffolke,1,iohn duke of suffolke
Iohn Dutton,1,iohn dutton
Iohn Dynham,1,iohn dynham
Iohn Egerton,1,iohn egerton
Iohn Elrington,1,iohn elrington
Iohn Felow,1,iohn felow
Iohn Finderne,1,iohn finderne
Iohn Fitz Thomas,1,iohn fitz thomas
Iohn Fordham,1,iohn fordham
Iohn Fortescue,1,iohn fortescue
Iohn Frith,1,iohn frith
Iohn Gray,1,iohn gray
Iohn Guilford,1,iohn guilford
Iohn Gy,1,iohn gy
Iohn Hal,1,iohn hal
Iohn Hankewoods,1,iohn hankewoods
Iohn Harleston,1,iohn harleston
Iohn Hastings,1,iohn hastings
Iohn Howard,1,iohn howard
Iohn Hume,1,iohn hume
Iohn Kempe,1,iohn kempe
Iohn Kyrby,1,iohn kyrby
Iohn Lewknenor,1,iohn lewknenor
Iohn Littester,1,iohn littester
Iohn Logh of the Bothe,1,iohn logh of the bothe
Iohn Longstrother,1,iohn longstrother
Iohn Lord Talbot,1,iohn lord talbot
Iohn Manners,1,iohn manners
Iohn Mathew,1,iohn mathew
Iohn Midleton,1,iohn midleton
Iohn Minsterworth,1,iohn minsterworth
Iohn Mongomerie,1,iohn mongomerie
Iohn Montagew,1,iohn montagew
Iohn Morgan,1,iohn morgan
Iohn Morton,1,iohn morton
Iohn Neul,1,iohn neul
Iohn Nicholson,1,iohn nicholson
Iohn Norbury,1,iohn norbury
Iohn Northampto,1,iohn northampto
Iohn Northampton,1,iohn northampton
Iohn Olde Castle,1,iohn olde castle
Iohn Passelew,1,iohn passelew
Iohn Pecham,1,iohn pecham
Iohn Pouderhams,1,iohn pouderhams
Iohn Prendregest,1,iohn prendregest
Iohn Roch,1,iohn roch
Iohn Romaine,1,iohn romaine
Iohn Sauage,1,iohn sauage
Iohn Shaa,1,iohn shaa
Iohn Sharpe,1,iohn sharpe
Iohn Souch,1,iohn souch
Iohn Soyrley,1,iohn soyrley
Iohn Spencer,1,iohn spencer
Iohn Stafford,1,iohn stafford
Iohn Steward,1,iohn steward
Iohn Tiler,1,iohn tiler
Iohn Tiptost,1,iohn tiptost
Iohn Trenour,1,iohn trenour
Iohn Treuenant,1,iohn treuenant
Iohn Vere,1,iohn vere
Iohn Vfforde,1,iohn vfforde
Iohn Wenloke,1,iohn wenloke
Iohn Woodnile,1,iohn woodnile
Iohn de Viene,1,iohn de viene
Iohn of Eltham,1,iohn of eltham
Iohn of Oxford,1,iohn of oxford
Iollo Gouch,1,iollo gouch
Ionela Pucel de Dieu,1,ionela pucel de dieu
Ionimus,1,ionimus
Iordan,1,iordan
Ioseph,1,ioseph
Ioseph Mighel,1,ioseph mighel
Ioy,1,ioy
Irinenrike,1,irinenrike
Irins,1,irins
Irlyng,1,irlyng
Isabell,1,isabell
Isakios,1,isakios
Issus,1,issus
Iuan,1,iuan
Iudithil,1,iudithil
Iudweal,1,iudweal
Iulian de Romero,1,iulian de romero
Iulianus,1,iulianus
Iulius,1,iulius
Iulius Frontinus,1,iulius frontinus
Iulius Solinus Polihistor,1,iulius solinus polihistor
Iupiter,1,iupiter
Iustin,1,iustin
Iustinianus,1,iustinianus
Iustinus Anicius,1,iustinus anicius
Iutes,1,iutes
Iuuenal,1,iuuenal
Ivon Fitzwarren,1,ivon fitzwarren
Kahames William,1,kahames william
Katharin,1,katharin
Katharine Howard,1,katharine howard
Katharine Parre,1,katharine parre
Katheren,1,katheren
Katherin Swinford,1,katherin swinford
Katiger,1,katiger
Katigern,1,katigern
Kendal Iohn,1,kendal iohn
Kenelmes,1,kenelmes
Kenelwoulf,1,kenelwoulf
Kenighale Robert,1,kenighale robert
Kennife,1,kennife
Kenrishmen,1,kenrishmen
Kenrit,1,kenrit
Kent,1,kent
Kenticus,1,kenticus
Kentwulfe,1,kentwulfe
Kenufe,1,kenufe
Kenulf,1,kenulf
Kenulfes,1,kenulfes
Kenvulf,1,kenvulf
Kenvulfe,1,kenvulfe
Kenwolfe,1,kenwolfe
Ket,1,ket
Ket Robert,1,ket robert
Kildare,1,kildare
Kilkeny William,1,kilkeny william
Kimarius,1,kimarius
Kinadius,1,kinadius
Kinelwulf,1,kinelwulf
King Edwarde,1,king edwarde
King Henrye,1,king henrye
Kinmatus,1,kinmatus
Kinton Godfrey,1,kinton godfrey
Kirgils,1,kirgils
Knought,1,knought
Kybius Corinnius,1,kybius corinnius
Kylwarby Robert,1,kylwarby robert
Kym balaine,1,kym balaine
Kyng,1,kyng
Kyng Edwyne,1,kyng edwyne
Kyng William,1,kyng william
Kyrthling,1,kyrthling
Labienus,1,labienus
Lacie Roger,1,lacie roger
Lacy Hugh,1,lacy hugh
Lacy Iohn,1,lacy iohn
Lacye Hugh,1,lacye hugh
Lacyes,1,lacyes
Lady Breuse,1,lady breuse
Lady Spencer,1,lady spencer
Lady de Breuse,1,lady de breuse
Lamberte Semnell,1,lamberte semnell
Lanfrank,1,lanfrank
Langley Geffrey,1,langley geffrey
Langton,1,langton
Langton Stephen,1,langton stephen
Langton Thomas,1,langton thomas
Langualeè William,1,langualeè william
Laton Richard,1,laton richard
Lauerdyn Buchard,1,lauerdyn buchard
Laurance Bothe,1,laurance bothe
Layborne Robert,1,layborne robert
Lazius Wolfgangus,1,lazius wolfgangus
Lec Alane,1,lec alane
Lefwyn,1,lefwyn
Lei,1,lei
Leightou Thomas,1,leightou thomas
Leix,1,leix
Leland,1,leland
Lenwalch,1,lenwalch
Leo,1,leo
Leo Isaurus,1,leo isaurus
Leof,1,leof
Leofricke,1,leofricke
Leofwyne,1,leofwyne
Leoline,1,leoline
Leon Ganer,1,leon ganer
Leonard Dacres,1,leonard dacres
Leonel,1,leonel
Leonore,1,leonore
Leporius Agricola,1,leporius agricola
Lesley Richard,1,lesley richard
Lessey Richard,1,lessey richard
Lestrigo,1,lestrigo
Leulin,1,leulin
Leutherius,1,leutherius
Lewes Clifford,1,lewes clifford
Lewes Letzenbrough,1,lewes letzenbrough
Lewir,1,lewir
Lewlin,1,lewlin
Leyland,1,leyland
Liel,1,liel
Lilius Giraldus,1,lilius giraldus
Lilly George,1,lilly george
Lincolne Iohn,1,lincolne iohn
Llewellin,1,llewellin
Locesnus,1,locesnus
Lodouicus Pius,1,lodouicus pius
Lollius Vrbicus,1,lollius vrbicus
Lome Geffrey,1,lome geffrey
Lomley Willia,1,lomley willia
Loncaster William,1,loncaster william
Londo,1,londo
Londoricke,1,londoricke
Longchampe Osbert,1,longchampe osbert
Longipee William,1,longipee william
Longland Henry,1,longland henry
Lord Latimer,1,lord latimer
Lord Neuil,1,lord neuil
Lord wriothesley,1,lord wriothesley
Losaunge Robert,1,losaunge robert
Lother,1,lother
Lothorer,1,lothorer
Louel Fraunces,1,louel fraunces
Louel Thomas,1,louel thomas
Lucan,1,lucan
Lucie Richard,1,lucie richard
Lucy Herebert,1,lucy herebert
Lucygny Aymerike,1,lucygny aymerike
Ludicenus,1,ludicenus
Ludweal,1,ludweal
Lupicimus,1,lupicimus
Lus,1,lus
Lusignaue Guy,1,lusignaue guy
Lutterell Hugh,1,lutterell hugh
Luydhard,1,luydhard
Lylla,1,lylla
Lyncens,1,lyncens
Mac Mur,1,mac mur
Mack William,1,mack william
Madam Caistre,1,madam caistre
Madoc,1,madoc
Magdalen,1,magdalen
Maglocunus,1,maglocunus
Makarel,1,makarel
Malbanke Pierce,1,malbanke pierce
Malcherus,1,malcherus
Malchus,1,malchus
Malcolm,1,malcolm
Malcolme Camoir,1,malcolme camoir
Malelot,1,malelot
Mallet William,1,mallet william
Mallorie Iohn,1,mallorie iohn
Malorie Aukctille,1,malorie aukctille
Malus Catulus Roger,1,malus catulus roger
Mamertinus,1,mamertinus
Mandeuile Iohn,1,mandeuile iohn
Mandeuyle William,1,mandeuyle william
Mandubracius,1,mandubracius
Mandubratius,1,mandubratius
Manduit Robert,1,manduit robert
Manel Iohn,1,manel iohn
Manleon Sauary,1,manleon sauary
Manlius Valeus,1,manlius valeus
Manrishe Geffrey,1,manrishe geffrey
Mansell Iohn,1,mansell iohn
Manswetus,1,manswetus
Marc,1,marc
Marcell,1,marcell
Marcellinus,1,marcellinus
Marchades,1,marchades
Marchaus,1,marchaus
Marchenelaghe,1,marchenelaghe
Marcus Antonius,1,marcus antonius
Marcus Aurelius Antoninus,1,marcus aurelius antoninus
Marcus Papyrius,1,marcus papyrius
Mareutius,1,mareutius
Margadud,1,margadud
Margaret Mareshal,1,margaret mareshal
Margarets,1,margarets
Margerie Iordaine,1,margerie iordaine
Margret Dowglas,1,margret dowglas
Marham,1,marham
Marianus Scotus,1,marianus scotus
Mariguane Charles,1,mariguane charles
Marion Henry,1,marion henry
Marisch William,1,marisch william
Marishe William,1,marishe william
Marleswyn,1,marleswyn
Marshal Gilbert,1,marshal gilbert
Marshal Richard,1,marshal richard
Marshall William,1,marshall william
Marsiles,1,marsiles
Martias,1,martias
Martin,1,martin
Martin de la Mare,1,martin de la mare
Maruey,1,maruey
Maruey Henry,1,maruey henry
Mary Magdalen,1,mary magdalen
Mascutius,1,mascutius
Mat. Paris,1,mat. paris
Mather Edmond,1,mather edmond
Mathew Gourney,1,mathew gourney
Mathew Paris,1,mathew paris
Mathew Stewarde,1,mathew stewarde
Mathewe,1,mathewe
Matt. Westin,1,matt. westin
Matt. Westmin.,1,matt. westmin.
Matth. Paris,1,matth. paris
Mattheus Westmonasteriensis,1,mattheus westmonasteriensis
Matthus Westmonasteriensis,1,matthus westmonasteriensis
Maude Empresse,1,maude empresse
Maudes,1,maudes
Maufred,1,maufred
Mauleon Sauery,1,mauleon sauery
Mauricius,1,mauricius
Mawd,1,mawd
Max mulion,1,max mulion
Maximanus,1,maximanus
Maximianus Herculeus,1,maximianus herculeus
Maximius,1,maximius
Maxumlian,1,maxumlian
Medulfe,1,medulfe
Medwal Henry,1,medwal henry
Megla,1,megla
Mekins Richard,1,mekins richard
Melanthus,1,melanthus
Melkin,1,melkin
Meomers Thomas,1,meomers thomas
Mercer,1,mercer
Mercians,1,mercians
Merkam,1,merkam
Merline,1,merline
Merlius,1,merlius
Meschines Randulfe,1,meschines randulfe
Mesech,1,mesech
Meseth,1,meseth
Meuricus,1,meuricus
Michael Stanhop,1,michael stanhop
Michel Delapoole,1,michel delapoole
Michell,1,michell
Michell Delapoole,1,michell delapoole
Middlemore,1,middlemore
Mignot Peter,1,mignot peter
Miles Forestone,1,miles forestone
Miles Iohn,1,miles iohn
Mistle Broke,1,mistle broke
Molins,1,molins
Mollo,1,mollo
Moncu de Vwclere,1,moncu de vwclere
Monmouth,1,monmouth
Monsieur de Chapell,1,monsieur de chapell
Monsieur de Chermes,1,monsieur de chermes
Montagne,1,montagne
Montfort Henry,1,montfort henry
Montioye,1,montioye
Montmeretcie Annas,1,montmeretcie annas
Montmorancie,1,montmorancie
Mooculus,1,mooculus
Morchad,1,morchad
Mordack Henrie,1,mordack henrie
Moreue,1,moreue
Morgan Kidwally,1,morgan kidwally
Morgan ap Reuther,1,morgan ap reuther
Morkell,1,morkell
Mortimer,1,mortimer
Mortimer Hugh,1,mortimer hugh
Morton,1,morton
Morudus,1,morudus
Morwith,1,morwith
Moumbray Roger,1,moumbray roger
Mountagne Edward,1,mountagne edward
Mountfoord Simon,1,mountfoord simon
Mountgomerie Roger,1,mountgomerie roger
Moutgomery Roger,1,moutgomery roger
Mouy,1,mouy
Mowbray Robert,1,mowbray robert
Mowbrey,1,mowbrey
Munucius,1,munucius
Murcherdach,1,murcherdach
Murton,1,murton
Myles,1,myles
Myls,1,myls
Nabuch donozor,1,nabuch donozor
Nanncus,1,nanncus
Nanneus,1,nanneus
Nauclerus,1,nauclerus
Neal Bruce,1,neal bruce
Neale,1,neale
Nectaridus,1,nectaridus
Neelle,1,neelle
Nenuius,1,nenuius
Neotus,1,neotus
Nepthuin,1,nepthuin
Neuil,1,neuil
Neuil Charles,1,neuil charles
Neuil Hugh,1,neuil hugh
Neuil Iohn,1,neuil iohn
Neuile Edward,1,neuile edward
Neuill Alexander,1,neuill alexander
Neuille Alane,1,neuille alane
Neuille George,1,neuille george
Newburge Robert,1,newburge robert
Newmerch,1,newmerch
Newton,1,newton
Newton Peter,1,newton peter
Nicephorus,1,nicephorus
Nichol Robert,1,nichol robert
Nichola,1,nichola
Nicholas Brembre,1,nicholas brembre
Nicholas Burdet,1,nicholas burdet
Nicholas Mules,1,nicholas mules
Nicholas Musgraue,1,nicholas musgraue
Nicolas,1,nicolas
Nidred,1,nidred
Nigelius,1,nigelius
Nigellus,1,nigellus
Niger,1,niger
Niger Raufe,1,niger raufe
Nonnius,1,nonnius
Norfolk,1,norfolk
Normas,1,normas
Northampton,1,northampton
Norwegians,1,norwegians
Nothelmus,1,nothelmus
Nouant Hugh,1,nouant hugh
Nouantes,1,nouantes
Nudigate,1,nudigate
Nunnes,1,nunnes
O wy,1,o wy
Obrin,1,obrin
Obrin Dunon,1,obrin dunon
Ocay walkeline,1,ocay walkeline
Octa,1,octa
Octauian,1,octauian
Oddo,1,oddo
Odocer,1,odocer
Odomare,1,odomare
Offaes,1,offaes
Ogersian Gilbert,1,ogersian gilbert
Ogle,1,ogle
Oglethorp,1,oglethorp
Oliphant,1,oliphant
Oneon,1,oneon
Onichelinus,1,onichelinus
Orange,1,orange
Ordmer,1,ordmer
Oronius,1,oronius
Osberne Petecost,1,osberne petecost
Osbrightes,1,osbrightes
Osmear,1,osmear
Osrec,1,osrec
Osricke,1,osricke
Osrryda,1,osrryda
Ostrydo,1,ostrydo
Osulf,1,osulf
Osulfe,1,osulfe
Osull,1,osull
Oswils,1,oswils
Oswye,1,oswye
Oswyes,1,oswyes
Othoban,1,othoban
Othobone,1,othobone
Othon,1,othon
Otwel,1,otwel
Ouan,1,ouan
Oueile Shane,1,oueile shane
Owe Gledoner,1,owe gledoner
Owe Glendour,1,owe glendour
Owen Gle dour,1,owen gle dour
Owen Glendoner,1,owen glendoner
Owen Glendour,1,owen glendour
Owin,1,owin
Oxenford Iohn,1,oxenford iohn
Paces,1,paces
Packington Robert,1,packington robert
Paganel,1,paganel
Palingus,1,palingus
Palladius,1,palladius
Palmer Thomas,1,palmer thomas
Pandolfe,1,pandolfe
Pandolph,1,pandolph
Pandrusus,1,pandrusus
Pandulfe,1,pandulfe
Parker,1,parker
Parre Katharen,1,parre katharen
Partholin,1,partholin
Partrich Miles,1,partrich miles
Patricke,1,patricke
Patrike William,1,patrike william
Paulet Amis,1,paulet amis
Pausanias,1,pausanias
Pausgraue,1,pausgraue
Pawlet Amise,1,pawlet amise
Paynel,1,paynel
Peake Richard,1,peake richard
Pecham Henry,1,pecham henry
Peith Iohn,1,peith iohn
Pelagians,1,pelagians
Pelham Nicholas,1,pelham nicholas
Pelitus,1,pelitus
Pencaire Dauid,1,pencaire dauid
Pendaes,1,pendaes
Penerel William,1,penerel william
Penius Posthumus,1,penius posthumus
Perceual Iohn,1,perceual iohn
Percie Thomas,1,percie thomas
Percy,1,percy
Percy Thomas,1,percy thomas
Percy William,1,percy william
Percyes,1,percyes
Perdir,1,perdir
Perken,1,perken
Perken Warhect,1,perken warhect
Perkin Warbeck,1,perkin warbeck
Perkin Werbec,1,perkin werbec
Perkin Werbecke,1,perkin werbecke
Perrottus Nicholas,1,perrottus nicholas
Perthelmus,1,perthelmus
Peter Bahuchet,1,peter bahuchet
Peter Bressie,1,peter bressie
Peter Courtney,1,peter courtney
Peter Hialas,1,peter hialas
Peter Landeyse,1,peter landeyse
Peter Pateshul,1,peter pateshul
Peter Warbeke,1,peter warbeke
Petilius Cerialis,1,petilius cerialis
Petro Lione Hugh,1,petro lione hugh
Petroke,1,petroke
Petronius Turpilianus,1,petronius turpilianus
Petrus Cirialis,1,petrus cirialis
Peverel William,1,peverel william
Philip de Breuse,1,philip de breuse
Philip de Commins,1,philip de commins
Philip de Valois,1,philip de valois
Philippe,1,philippe
Philippes Rouland,1,philippes rouland
Philips,1,philips
Philips Dauie,1,philips dauie
Phillippe,1,phillippe
Philo,1,philo
Philpot Clement,1,philpot clement
Pictouius,1,pictouius
Piers a Legh,1,piers a legh
Piers of Erton,1,piers of erton
Piers of Gaueston,1,piers of gaueston
Pilkinton Thomas,1,pilkinton thomas
Pinder Rachel,1,pinder rachel
Pinnor,1,pinnor
Pius Antoninus,1,pius antoninus
Placida,1,placida
Plantagenet William,1,plantagenet william
Pleasance,1,pleasance
Plenidius,1,plenidius
Poer Ranulph,1,poer ranulph
Poictouines,1,poictouines
Poictunius,1,poictunius
Poinings Edward,1,poinings edward
Poinyngs Edward,1,poinyngs edward
Pol,1,pol
Policletus,1,policletus
Polidor Virgil,1,polidor virgil
Polybius,1,polybius
Ponticus Virumnius,1,ponticus virumnius
Pontien,1,pontien
Poole,1,poole
Poole Reynald,1,poole reynald
Poole Reynold,1,poole reynold
Poole Richard,1,poole richard
Pope Pascall,1,pope pascall
Porrer,1,porrer
Porrex,1,porrex
Port,1,port
Poter,1,poter
Powel,1,powel
Poynings,1,poynings
Poynings Edwarde,1,poynings edwarde
Poynings Thomas,1,poynings thomas
Poyntz Robert,1,poyntz robert
Poyron Robert,1,poyron robert
Prenne,1,prenne
Price Iohn,1,price iohn
Prince Arthur,1,prince arthur
Prince of Wales,1,prince of wales
Prior Iohn,1,prior iohn
Prise Iohn,1,prise iohn
Ptolomei,1,ptolomei
Pudsey Henry,1,pudsey henry
Pudsey Hugh,1,pudsey hugh
Pulter Thomas,1,pulter thomas
Pynkye,1,pynkye
Pyrates,1,pyrates
Queene Anne,1,queene anne
Queene Carlot,1,queene carlot
Queene Cartimandua,1,queene cartimandua
Queene Elianor,1,queene elianor
Queene Iane,1,queene iane
Queene Ioan,1,queene ioan
Queene Isabel,1,queene isabel
Queene Isabell,1,queene isabell
Queene Margaret,1,queene margaret
Quendreds,1,quendreds
Quinburga,1,quinburga
Quinchelme,1,quinchelme
Quinci Saer,1,quinci saer
Quintine,1,quintine
Quintus Atrius,1,quintus atrius
